Language,Latitude,Longitude,ID,ISO code,Maximal onset,Maximal coda,CV language,CVC language,CCV language,CCVC language,Maximal CV contrasts,onsets allowed,Codas require onsets,Onset second C is preferentially glide,Any Glides,Onset second C  y,Onset second C  w,Onset second C is preferentially liquid,Any rhotics,Any laterals,Liquid  r-like,Liquid  ell-like,Coda  p t k glottal,Coda  glottal stop,PalatalsAffricates ts,Coda  nasal,Coda  ng,Coda  r l,Coda  s,Coda  glide,C1 in a CC coda  nasal,C1 in a CC coda  liquid,C1 in a CC coda  glide,C1 in a CC coda  glottal stop,C2 in a CC coda  s,General epenthesis,Sesquisyllabic epenthesis,Syllabic consonants,Syllabic nasals,Syllabic non-nasals,Glottal stops in onsets,Glottal stops in codas,Velar nasals in onsets,Velar nasals in codas,Total consonants,Total vowels,Tonal contrasts,Creaky tones,Breathy tones,Total obstruents,Total sonorants,Total egressive consonants,Total plosives,Supralaryngeal Plosive places,Supralaryngeal Plosive series,Plosive manners,Voiceless plosives,Voiced plosives,Aspirated plosives,Ejective plosives,Implodedglottalised plosives,Prenasalised plosives,Prenasalised voiceless plosives,Prenasalised aspirated plosives,Prenasalised breathy plosives,Fully voiceless prenasalised plosives,Postnasalised plosives,Breathy plosives,Pharyngealised plosives,Rounded plosives,Labialvelar stops,Uvular stops,glottal stops,Coronal contrasts in stops,How many coronal stop places oral are there,Coronal affricates,How many coronal affricate series are there,Gap for p,Gap for c,Gap for j,Gap for g,Gaps for both p and c,Gaps for both j and g,Gaps for both p and g,Unexpected b contrast,Unexpected d contrast,Unexpected j contrast,Unexpected g contrast,t more front than d,d more front than t,Nasal stops,Total nasals,Nasal places,Nasal manners,Glottalised nasals,Voiceless nasals,Breathy nasals,Rounded nasals,labiodental nasals,How many coronal nasal places are there,retroflex nasals,palatal nasals,Velar nasals,uvular nasals,labialvelar nasals,Fricatives,Total fricatives,Fricative manners,Voiceless fricatives,Voiced fricatives,Glottalised fricatives,Aspirated fricatives,Rounded fricatives,Prenasalised fricatives,Ejective fricatives,Dental fricatives,Lateral fricatives,Retroflex fricatives,Dorsal fricatives,Pharyngeal fricatives,Any liquids,Total liquids,Any rhotics,Any laterals,Bilabial trills,Total rhotics,Total lateral,Lateral places,Liquid manners,Voiceless liquids,Glottalised liquids,Breathy liquids,Retroflex laterals,Palatal laterals,Velar laterals,Clicks,Total clicks,Bilabial clicks,Dental clicks,Alveolar clicks,Lateral clicks,Postalveolar clicks,Palatal clicks,Glides,Glide series,Glide manners,Glottalised glides,Voiceless glides,Breathy glides,Linguolabials,Uvular consonants,Glottalised sonorants,Voiceless sonorants,Breathy sonorants,Long vowels,Nasalised vowels,Front rounded vowels,Contrastive vowel heights,Topless vowel system no i or u,Bottomless vowel system no a,Interior vowel system contains schwa,Contrastive vowel phonations,Creaky vowels,Breathy vowels,Pharyngealised vowels,Tense vowels,Voiceless vowels,Language family,Language family1,Language family2,Language family3,Language family4,Language family5,Is this language an isolate,World macro-region,WALS area,Autotyp,Country,Ancient language,Papuan,Altitude,Eastness,SOV,SVO,VSO,VOS,OVS,OSV
Somali,3,45,21,som,1,1,0,1,0,0,1672,5,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,0,0,22,10,3,0,0,16,6,22,9,6,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,4,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Cushitic,?,?,?,?,0,Africa,Africa,Ethiopia,Somalia,0,0,113,65,1,0,0,0,0,0
Coptic,29,31,22,cop,3,2,0,0,0,0,210,5,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,15,6,21,9,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,6,2,1,1,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Egyptian,?,?,?,?,0,Africa,Africa,North Africa,Egypt,0,0,115,51,0,1,0,0,0,0
Dizi,6.17,36.5,23,mdx,2,2,0,0,0,0,690,3,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,?,0,0,0,0,0,?,?,1,1,1,0,0,0,1,23,6,4,0,0,17,6,23,11,4,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,6,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Omotic,?,?,?,?,0,Africa,Africa,Ethiopia,Ethiopia,0,0,832,56.5,?,?,?,?,?,?
Hamer,5,36.5,24,amf,1,1,0,1,0,0,1200,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,?,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25,5,2,0,0,17,8,25,13,4,5,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,Afro-Asiatic,Omotic,?,?,?,?,0,Africa,Africa,Ethiopia,Ethiopia,0,0,965,56.5,1,0,0,0,0,0
Ometo,6.6,37.75,25,wal,1,1,0,1,0,0,260,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26,5,0,0,0,20,6,26,15,5,6,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,5,2,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Omotic,?,?,?,?,0,Africa,Africa,Ethiopia,Ethiopia,0,0,1869,57.75,1,0,0,0,0,0
Zayse,5.8,37.3,26,zay,1,1,0,1,0,0,216,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,0,0,0,19,8,27,12,4,5,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,0,0,0,0,1,0,0,0,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Omotic,?,?,?,?,0,Africa,Africa,Ethiopia,Ethiopia,0,0,1920,57.3,1,0,0,0,0,0
Amharic,10,38,27,amh,2,2,0,0,0,0,182,3,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,1,?,?,?,x,x,0,0,26,7,0,0,0,19,7,26,13,4,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,1,6,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Africa,Africa,Ethiopia,Ethiopia,0,0,1532,58,1,0,0,0,0,0
Arabic_Egyptian,30,30,28,arz,1,2,0,0,0,0,300,0,1,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,1,1,0,0,0,0,0,0,0,0,?,?,0,0,25,6,0,0,0,18,7,25,7,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,11,2,1,1,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Africa,Africa,North Africa,Egypt,0,0,167,50,0,1,0,0,0,0
Arabic_Gulf,24,54,29,afb,2,2,0,0,0,0,152,3,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,1,1,1,1,19,3,0,0,0,12,7,19,10,6,6,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Eurasia,Africa,Middle East,United Arab Emirates,0,0,156,74,0,1,0,0,0,0
Arabic,33,44,30,arb,1,1,0,1,0,0,156,0,1,0,1,0,0,0,1,1,0,0,0,0,?,1,0,1,0,?,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26,3,0,0,0,19,7,26,7,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,12,3,1,1,1,0,0,0,0,1,0,1,1,1,1,4,1,1,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Eurasia,Africa,Middle East,Saudi Arabia,0,0,847,64,0,0,1,0,0,0
Arabic_Moroccan,34,-7,31,ary,3,2,0,0,0,0,114,3,0,0,1,0,0,0,1,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,19,3,0,0,0,10,9,19,9,5,5,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4,3,2,1,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Africa,Africa,North Africa,Morocco,0,0,0,13,0,0,1,1,0,0
Arabic_Syrian,33,37,32,apc,3,2,0,0,0,0,200,0,1,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,1,0,0,0,?,?,0,0,20,5,0,0,0,11,9,20,9,5,5,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,2,1,0,0,0,0,2,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Eurasia,Africa,Middle East,Syria,0,0,688,57,0,1,1,1,0,0
Arabic_Tunisian,36,10,33,aeb,3,2,0,0,0,0,120,6,0,1,1,0,0,1,1,1,0,0,0,0,?,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,3,0,0,0,11,9,20,9,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,4,1,1,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Africa,Africa,North Africa,Tunisia,0,0,17,30,0,0,1,0,0,0
Chaha,8.2,38,34,sgw,2,2,0,0,0,0,208,3,0,?,1,?,?,?,1,0,?,0,?,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,0,0,0,0,26,8,0,0,0,20,6,26,13,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,2,0,0,0,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Africa,Africa,Ethiopia,Ethiopia,0,0,2142,58,1,0,0,0,0,0
Hebrew,31.75,35.17,35,heb,2,1,0,0,0,1,220,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,x,x,0,0,22,5,0,0,0,17,5,22,10,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Eurasia,Africa,Middle East,Israel,0,0,254,55.17,0,1,0,0,0,0
Tigré,16.5,38.5,36,tig,1,1,0,1,0,0,162,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,?,0,0,0,0,0,0,0,0,0,0,1,1,0,0,27,6,0,0,0,21,6,27,12,5,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,9,3,1,1,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Africa,Africa,Ethiopia,Eritrea,0,0,1354,58.5,1,0,0,0,0,0
Tigrinya,14.5,38.5,37,tir,1,1,0,1,0,0,224,2,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,?,?,0,0,32,7,0,0,0,25,7,32,16,4,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,1,9,3,1,1,1,0,0,0,0,0,0,1,0,1,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Semitic,?,?,?,?,0,Africa,Africa,Ethiopia,Ethiopia,0,0,1779,58.5,1,0,0,0,0,0
Iraqw,-3.5,35,38,irk,1,2,0,0,0,0,1152,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,?,?,1,1,32,7,2,0,0,24,8,32,16,5,9,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,1,0,1,0,0,1,0,0,1,8,1,1,0,0,0,1,0,0,0,1,1,1,1,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Cushitic,?,?,?,?,0,Africa,Africa,Southern Africa,Tanzania,0,0,2248,55,1,0,0,0,0,0
Angas,9.75,8.75,39,anc,1,2,0,0,0,0,1350,3,0,0,1,0,0,0,1,1,0,0,?,0,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,?,27,6,4,0,0,19,8,27,12,4,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Chadic,?,?,?,?,0,Africa,Africa,West Africa,Nigeria,0,0,751,28.75,0,1,0,0,0,0
Goemai,8.67,9.75,40,ank,1,1,0,1,0,0,1008,0,1,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,1,1,0,1,0,1,1,28,6,2,0,0,20,8,28,13,4,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Nilo-Saharan,Central_Sudanic,?,?,?,?,0,Africa,Africa,West Africa,Nigeria,0,0,185,29.75,0,1,0,0,0,0
Hausa,12,7,41,hau,1,1,0,1,0,0,1280,0,1,0,1,0,0,0,1,1,0,0,0,0,?,1,0,0,0,?,0,0,0,0,0,0,0,1,1,0,1,1,0,0,32,5,3,0,0,24,8,32,19,4,7,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Chadic,?,?,?,?,0,Africa,Africa,West Africa,Nigeria,0,0,544,27,0,1,0,0,0,0
Kanakuru,10,12,42,kna,2,1,0,0,0,1,960,2,0,1,1,0,1,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,?,20,6,3,0,0,12,8,20,8,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,4,2,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Afro-Asiatic,Chadic,?,?,?,?,0,Africa,Africa,West Africa,Nigeria,0,0,186,32,0,1,0,0,0,0
Miya,11,10,43,mkf,1,1,0,1,0,0,288,0,1,0,1,0,0,0,1,1,0,0,0,0,?,1,0,1,0,?,0,0,0,0,0,0,0,0,0,0,?,?,0,0,36,2,3,0,0,30,6,36,20,4,6,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,10,2,1,1,0,0,0,0,0,0,1,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Afro-Asiatic,Chadic,?,?,?,?,0,Africa,Africa,West Africa,Nigeria,0,0,497,30,0,1,1,1,0,0
Ngizim,12.08,10.92,44,ngi,?,?,?,?,?,?,1120,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,35,3,3,0,0,27,8,35,18,4,5,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,1,9,2,1,1,0,0,0,0,0,0,1,1,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,Afro-Asiatic,Chadic,?,?,?,?,0,Africa,Africa,West Africa,Nigeria,0,0,363,30.92,0,1,0,0,0,0
Pa'a,11,9.25,45,pqa,?,?,?,?,?,?,1104,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23,7,3,0,0,15,8,23,10,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,5,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,Nilo-Saharan,Central_Sudanic,?,?,?,?,0,Africa,Africa,West Africa,Nigeria,0,0,644,29.25,0,1,0,0,0,0
Pero,9.58,11,46,pip,2,1,0,0,0,1,255,3,0,1,1,1,1,0,1,1,0,0,0,0,?,1,0,1,0,?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,5,2,0,0,10,7,17,10,4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Nilo-Saharan,Central_Sudanic,?,?,?,?,0,Africa,Africa,West Africa,Nigeria,0,0,321,31,0,1,0,0,0,0
Ainu,43.5,142,47,ain,1,1,0,1,0,0,330,2,0,0,1,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,0,0,11,5,2,0,0,6,5,11,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Ainu,?,?,?,?,?,1,Eurasia,Eurasia,North Pacific,Japan,0,0,175,162,1,0,0,0,0,0
Qawésqar,-50,-75,48,alc,2,2,0,0,0,0,120,5,0,1,1,1,1,0,1,1,0,0,0,0,?,0,0,0,0,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,13,7,20,9,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,Alaculufan,?,?,?,?,?,1,South America,South America,Patagonia,Chile,0,0,428,305,1,0,0,0,0,0
Blackfoot,50,-112.67,49,bla,3,3,0,0,0,0,66,7,0,0,1,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,0,0,11,3,0,0,0,7,4,11,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,Algic,Algonquian,?,?,?,?,0,North America,North America,Western North America,Canada,0,0,840,267.33,0,1,1,1,0,0
Cree_Woods,58,-102,50,cwd,2,2,0,0,0,0,96,3,0,0,1,0,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,8,4,12,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Algic,Algonquian,?,?,?,?,0,North America,North America,Eastern North America,Canada,0,0,378,278,0,1,1,1,0,0
